"","pitch_type","release_speed","pitcher","description","balls","strikes","plate_x","plate_z","home_score","away_score"
"780","FC",90.1,517008,"ball",0,0,0.2336,0.8957,1,2
"781","FF",NA,606424,"called_strike",3,1,NA,NA,3,0
"782","FF",94.3,455119,"ball",0,0,-1.0699,2.4213,3,4
"787","FF",92.3,570663,"called_strike",1,0,-0.1167,1.8113,2,8
"789","CH",84.1,571710,"ball",0,0,-1.8921,1.8396,2,5
"792","FF",94.8,570663,"ball",0,0,-0.1268,3.4097,2,8
"793","SL",85.1,596057,"ball",3,2,0.0792,0.6859,6,3
"794","FT",89.9,502004,"ball",1,0,0.1714,1.032,5,1
"796","CH",NA,606424,"ball",2,1,NA,NA,3,0
"798","FT",91.8,543272,"ball",0,0,1.4898,2.3647,0,0
"799","FC",87.4,502004,"ball",0,0,1.4024,1.1266,5,1
"800","FT",91.7,543272,"ball",3,2,1.1341,3.1263,0,0
"804","FF",93,517008,"ball",1,2,1.4005,3.341,1,2
"805","FF",NA,606424,"called_strike",2,0,NA,NA,3,0
"809","FF",93.9,605218,"ball",2,2,0.8736,1.1739,0,5
"812","SI",87.6,435043,"ball",1,0,-1.2993,2.267,2,2
"813","FT",90.4,596057,"ball",2,1,-1.0909,1.9874,6,3
"815","KC",78.6,592662,"ball",0,0,0.106,1.2989,1,3
"816","FF",NA,606424,"ball",1,0,NA,NA,3,0
"821","SL",80.1,543272,"ball",2,1,-1.1428,1.408,0,0
"824","FF",94.1,425492,"called_strike",1,0,-0.4343,2.8595,2,8
"826","FF",88.4,435043,"ball",0,0,-0.7387,2.8737,2,2
"828","CU",78.8,605218,"ball",1,1,1.5053,2.1096,0,5
"830","FF",NA,606424,"ball",0,0,NA,NA,3,0
"831","SL",83.9,596057,"called_strike",2,0,0.3874,1.5373,6,3
"832","FF",95.3,571710,"called_strike",2,1,0.0328,1.6415,2,5
"834","KC",82.2,592662,"ball",1,2,-1.9457,1.9859,1,3
"835","SL",80,543272,"ball",1,1,-1.139,1.297,0,0
"836","FF",94.1,605218,"called_strike",1,0,0.454,2.8021,0,5
"837","FC",89.2,517008,"ball",0,0,0.5096,1.5424,1,2
"838","CU",77.8,596057,"ball",1,0,-0.6608,-0.33,6,3
"840","CU",80.7,425492,"ball",0,0,1.6964,1.9587,2,8
"845","SL",84.7,502004,"ball",2,2,0.8699,0.7741,5,1
"846","SI",89.3,435043,"called_strike",1,0,-0.5034,2.591,2,2
"848","FF",93.1,592662,"called_strike",1,1,-0.5342,1.8124,1,3
"849","FF",94.3,571710,"ball",1,1,-1.1793,2.9472,2,5
"850","FF",90.6,606424,"called_strike",1,0,-0.4577,1.8405,3,0
"852","FF",91,596057,"ball",0,0,0.5052,4.4255,6,3
"853","FF",94.7,605218,"ball",0,0,0.1234,3.838,0,5
"857","FF",92.2,606424,"ball",0,0,1.1504,1.7268,3,0
"858","FF",91.7,488748,"ball",0,0,0.502,3.5829,3,4
"860","FT",91.4,543272,"ball",0,0,-1.3395,0.5301,0,0
"861","FF",93.8,425492,"called_strike",1,0,-0.1216,1.9224,2,8
"862","SL",88.3,571710,"ball",0,1,1.0536,1.0014,2,5
"864","KC",82.2,592662,"ball",0,1,-1.8567,2.1959,1,3
"865",NA,NA,425492,"ball",0,0,NA,NA,2,8
"870","FC",87.1,517008,"ball",3,2,-0.2204,3.7145,0,2
"872","FT",90,502004,"ball",1,1,0.78,1.4675,5,1
"881","FF",90.6,596057,"called_strike",0,0,1.0191,2.8652,6,3
"888","SL",79.8,493603,"called_strike",1,1,-1.0564,1.9696,0,0
"891","FC",84.2,641941,"ball",1,0,0.8211,1.5857,3,4
"892","FF",94.2,571710,"ball",2,1,-1.077,3.7705,1,5
"893","FC",86.7,517008,"ball",2,2,-0.5789,4.0599,0,2
"895","SL",84.3,502004,"ball",0,0,1.5654,0.8366,5,1
"896","KC",79.1,592662,"ball",3,2,1.0653,1.6251,1,3
"902","FF",92.7,641941,"ball",0,0,-0.6152,4.4587,3,4
"903","FF",90.5,606424,"ball",1,0,1.1776,1.2809,3,0
"904","SL",80.5,493603,"ball",0,1,-0.8049,1.4615,0,0
"906","FF",94,517008,"ball",1,2,-1.0213,2.2419,0,2
"909","CU",84.6,519151,"ball",0,2,1.515,2.2809,2,2
"910","FT",91.6,501593,"ball",1,1,-1.1829,2.3619,6,3
"911","FT",94.1,571710,"ball",1,0,-0.8989,1.4243,1,5
"912","FF",93.8,592662,"ball",2,1,0.1538,4.6197,1,3
"915","FT",94.1,493603,"called_strike",0,0,0.5793,2.4483,0,0
"916","SL",82.2,607237,"called_strike",0,1,0.0245,1.7117,5,1
"918","FF",91.6,606424,"ball",0,0,-0.6709,1.6703,3,0
"919","FC",88.2,606930,"ball",2,1,0.9963,1.6705,0,5
"920","FF",92.2,592662,"called_strike",2,0,0.3231,2.7567,1,3
"924","FF",93.5,606930,"ball",1,1,1.556,1.8235,0,5
"925","FF",93.5,571710,"ball",0,0,-2.4413,2.3274,1,5
"928","FF",94.9,607237,"called_strike",0,0,-0.7765,1.5457,5,1
"929","SL",80.4,493603,"called_strike",3,2,-0.3615,2.4731,0,0
"931","FF",89.2,592662,"ball",1,0,-1.0125,2.2784,1,3
"934","FF",96.5,519151,"called_strike",0,1,0.0987,1.8158,2,2
"935","FF",94.2,517008,"called_strike",0,0,-0.4689,1.9516,0,2
"937","FT",94.1,493603,"ball",2,2,1.1625,2.2441,0,0
"939","CH",79.9,501593,"ball",0,0,0.2211,1.5076,6,3
"940","SL",79.5,605388,"called_strike",0,1,-0.6712,1.9017,3,0
"942","KC",75.1,592662,"ball",0,0,0.262,1.1943,1,3
"943","FC",90.6,606930,"ball",0,0,-0.2186,1.2632,0,5
"944","SI",95.6,518617,"ball",2,0,1.4034,1.2033,3,4
"946","SL",79.2,605388,"called_strike",0,0,0.1931,3.3073,3,0
"948","FF",95.3,571710,"ball",0,1,0.3293,3.6197,1,5
"951","SL",80.1,493603,"called_strike",2,1,0.6689,2.5115,0,0
"953","FC",89.9,517008,"called_strike",0,1,-0.6956,1.7786,0,2
"954","SL",85.8,607229,"ball",1,0,-1.0594,2.1443,2,8
"955","FT",90.8,501593,"ball",2,2,-1.1057,3.0726,6,3
"957","SL",81.1,493603,"ball",1,1,1.7946,2.118,0,0
"958","SL",81,607237,"ball",1,2,1.2883,1.8568,5,1
"959","SL",81.6,518617,"ball",1,0,0.7074,1.3632,3,4
"963","SL",85.6,571710,"called_strike",0,0,-0.8438,2.2415,1,5
"967","SI",91.2,607229,"ball",0,0,-1.7598,1.8338,2,8
"968","FC",91.5,517008,"called_strike",0,0,0.0914,2.3166,0,2
"969","FF",94.2,607237,"called_strike",1,1,0.0041,1.7517,5,1
"970","FC",84.8,493603,"ball",0,1,1.4339,2.2832,0,0
"972","SL",81.6,518617,"ball",0,0,1.3647,2.1188,3,4
"974","CH",80,501593,"called_strike",2,1,-0.1603,2.3823,6,3
"975","CU",81.6,519151,"called_strike",0,0,0.3861,3.2195,2,2
"977","FF",91.9,571710,"ball",1,2,-0.4608,4.7343,1,5
"979","CH",81.2,501593,"ball",1,1,-0.8302,0.3387,6,3
"980","FF",96.3,606930,"ball",2,2,0.2472,4.1748,0,5
"981","SL",80.5,493603,"called_strike",0,0,0.0851,2.0656,0,0
"982","SL",81.2,607237,"ball",0,1,-1.2096,2.6452,5,1
"983","FF",95.1,518617,"called_strike",3,2,0.0422,2.7162,3,4
"987","SL",84.2,584171,"ball",1,1,-1.0976,1.9203,0,2
"988","FC",87.9,608678,"called_strike",0,0,-0.7331,2.6147,1,3
"990","FT",95.4,519151,"ball",3,2,0.4039,1.3384,2,2
"992","FF",96,606930,"ball",1,2,1.5322,3.5757,0,5
"994","FF",94.7,601713,"called_strike",2,0,0.3098,1.8423,3,0
"998","FF",86.9,460283,"ball",2,2,0.3666,4.0379,2,8
"1000","CH",82.3,584171,"ball",0,1,-0.3466,0.5896,0,2
"1001","SL",81.2,493603,"called_strike",0,0,-0.3762,2.1817,0,0
"1002","SL",79.8,601713,"ball",1,0,-1.1519,2.735,3,0
"1005","CU",68.6,501593,"ball",0,0,1.2032,4.4406,6,3
"1006","CU",84.2,519151,"ball",2,2,1.2694,1.7345,2,2
"1009","FF",92.9,571710,"called_strike",1,0,-0.3539,2.6896,1,5
"1012","FF",91.1,584171,"called_strike",0,0,-0.7007,1.9104,0,2
"1014","FC",89.4,606930,"ball",0,1,1.422,1.7927,0,5
"1016","SI",90.8,595411,"ball",1,0,-0.7879,1.0711,1,3
"1017","CU",70.5,460283,"ball",1,2,-0.2741,1.2854,2,8
"1018","FF",93.5,601713,"ball",0,0,0.413,1.456,3,0
"1020","SI",91.2,595411,"ball",0,0,-1.3585,0.902,1,3
"1024","FF",93.1,571710,"ball",0,0,1.1391,1.1048,1,5
"1029","FF",93.4,584171,"ball",0,2,-2.1133,3.2521,0,2
"1030","FF",92.2,607237,"ball",0,0,0.0595,1.4187,5,1
"1031","FF",86.6,460283,"called_strike",1,0,0.554,2.5913,2,8
"1032","KC",77.8,601713,"called_strike",0,0,-0.7498,2.0905,3,0
"1039","SI",89.6,595411,"called_strike",3,0,-0.3828,2.1104,1,3
"1040","FF",94.6,519151,"ball",1,0,1.1567,3.4045,2,2
"1044","FF",95.7,643338,"ball",1,2,1.0827,1.742,1,5
"1045","FF",96.1,593140,"called_strike",2,2,-0.8778,2.289,5,1
"1048","CU",71.3,460283,"ball",0,0,-0.4476,1.4113,2,8
"1049","SL",86.1,489334,"ball",1,0,1.6152,1.201,0,0
"1050","CU",80.4,519151,"ball",0,0,0.4238,1.1604,2,2
"1051","SI",91.5,489334,"ball",0,0,0.6964,1.2231,0,0
"1053","SI",93.5,518617,"ball",0,1,1.9939,2.6207,3,4
"1054","FF",90.8,584171,"called_strike",0,0,-0.8107,2.6806,0,2
"1055","KC",80.2,601713,"ball",1,2,0.9714,1.1341,3,0
"1058","FF",96.6,606930,"ball",1,0,0.5366,1.1024,0,5
"1059","FF",96.7,643338,"called_strike",1,1,0.6475,1.6426,1,5
"1060","SI",90.7,595411,"ball",2,0,-0.6123,0.7474,1,3
"1062","SI",91.2,595411,"ball",1,0,-1.6115,1.9349,1,3
"1064","FC",89.8,606930,"ball",0,0,0.8017,0.9766,0,5
"1065","CH",86.6,543144,"ball",1,2,-1.7505,-0.4476,6,3
"1067","FT",92.8,601713,"ball",0,2,0.7715,3.4457,3,0
"1072","SI",90.7,489334,"ball",1,0,-1.2127,3.3149,0,0
"1073","FF",94.7,593140,"called_strike",1,0,-0.7945,1.9935,5,1
"1079","CU",85.4,621237,"called_strike",0,2,-0.7735,1.8338,0,2
"1081","SI",90.7,595411,"ball",0,0,-1.174,1.5304,1,3
"1084","FF",94,601713,"called_strike",0,0,0.239,3.1367,3,0
"1085","SL",85.7,489334,"ball",0,0,0.8563,0.8482,0,0
"1087","FF",86.7,460283,"ball",0,0,0.1861,3.5377,2,8
"1088","FF",95.9,606930,"ball",0,2,1.0342,3.4932,0,5
"1089","FF",95.3,593140,"ball",0,0,-1.7593,3.1814,5,1
"1092","FF",95.5,656186,"called_strike",1,0,-0.9159,2.5508,2,2
"1095","FF",95.7,643338,"called_strike",1,0,-0.775,2.2613,1,3
"1097","SL",85.6,656186,"ball",0,0,-2.5876,4.2586,2,2
"1101","SI",98.9,621237,"called_strike",0,0,-0.0224,2.1812,0,2
"1104","SI",90.4,595411,"called_strike",0,1,-0.6218,2.247,1,3
"1105","SI",92.7,445213,"ball",0,0,1.4372,1.4243,2,8
"1106","SI",90.1,595411,"called_strike",0,0,0.1029,1.5308,1,3
"1107","FF",90.3,543144,"called_strike",1,0,-0.4092,1.9092,6,3
"1108","SI",91.3,489334,"ball",1,1,-0.3157,0.0921,0,0
"1109","FF",89.2,606424,"called_strike",0,0,-0.4221,1.9436,3,0
"1111","CU",79.5,456713,"ball",0,0,1.0814,1.6751,3,4
"1113","SL",87.7,643338,"ball",0,0,0.1753,1.5091,1,3
"1116","SI",98.1,621237,"called_strike",1,1,0.1146,2.2911,0,2
"1119","FF",91.4,452657,"called_strike",1,2,-0.9222,1.6468,0,5
"1123","CU",75.1,543144,"ball",0,0,-0.53,0.8896,6,3
"1126","SI",90.4,489334,"ball",0,0,-1.3741,1.9279,0,0
"1127","CU",90.1,621237,"ball",0,1,-1.6571,1.5229,0,2
"1129","FF",94.5,456713,"ball",1,1,-0.3641,3.344,3,4
"1130","SL",84.3,593140,"ball",0,2,-0.7703,1.0266,5,1
"1135","SI",93.2,445213,"ball",2,2,1.1503,2.3131,2,4
"1139","SI",98.8,621237,"called_strike",0,0,-0.5994,2.4605,0,2
"1142","FF",92.2,592662,"called_strike",2,2,-0.7821,2.5845,1,3
"1145","SL",90,656186,"ball",0,1,1.0459,2.9355,2,2
"1152","CU",78.4,456713,"ball",0,0,1.0051,2.0436,3,4
"1153","FF",91.1,452657,"called_strike",0,0,0.0121,2.1853,0,5
"1154","SI",91,489334,"ball",1,1,-1.1021,1.9901,0,0
"1156","FF",93.3,456713,"ball",3,0,-0.2225,3.7021,3,4
"1158","SI",90.7,489334,"ball",0,1,-0.5716,1.2993,0,0
"1159","SL",87.4,445213,"ball",0,2,2.3583,1.2115,2,4
"1161","FF",94.8,593140,"ball",3,1,-0.7993,3.548,5,1
"1163","KC",80.6,592662,"ball",0,2,-1.1329,1.6624,1,3
"1167","FF",89.1,452657,"called_strike",3,0,0.7874,3.1105,0,5
"1169","FF",91.8,445213,"called_strike",0,1,0.5891,3.4581,2,4
"1170","FF",92.1,596057,"ball",0,0,-1.2259,3.3307,6,3
"1172","KC",79,592662,"called_strike",0,1,0.3376,2.1096,1,3
"1174","FF",95.3,456713,"ball",2,0,-1.8771,3.1121,3,4
"1175","FF",94.9,593140,"called_strike",3,0,-0.1951,2.845,5,1
"1178","FF",90.9,452657,"ball",2,0,0.1246,1.1774,0,5
"1179","FF",95.5,643338,"ball",1,2,-1.5926,2.6877,1,2
"1180","SI",93.4,445213,"called_strike",0,0,0.702,2.6688,2,4
"1181","FF",93.4,593140,"ball",2,0,-0.7098,3.9471,5,1
"1182","SL",87.1,606424,"ball",1,2,-2.1638,1.8306,3,0
"1183","KC",78.6,592662,"called_strike",0,0,-0.3493,2.7926,1,3
"1185","FF",97.4,456713,"ball",1,0,-0.9641,1.8724,3,4
"1187","SL",80.3,493603,"called_strike",0,0,-0.3229,2.4372,0,0
"1189","FF",95.7,456713,"ball",0,0,1.0326,2.625,3,4
"1190","FF",95.7,572020,"ball",0,2,0.0216,4.0823,0,2
"1192","CH",83.6,452657,"ball",1,0,-0.8007,0.9113,0,5
"1194","SL",87.7,445213,"ball",3,2,1.8793,1.4055,2,4
"1195","SL",84.5,596057,"ball",1,2,-1.5148,1.7359,6,3
"1196","FF",94.6,593140,"ball",1,0,-0.7519,0.7601,5,1
"1198","FF",90.7,592662,"ball",3,2,1.0192,3.5386,1,3
"1200","FF",95.9,593140,"ball",0,0,-0.1503,1.2894,5,1
"1204","FT",93.7,493603,"ball",0,1,0.9011,2.9025,0,0
"1208","SI",90.6,452657,"ball",0,0,0.3216,1.3739,0,5
"1209","SL",85.2,643338,"called_strike",1,0,-0.2784,1.823,1,2
"1211","FF",94.9,643338,"ball",0,0,-0.6412,3.9002,1,2
"1212","FF",91.1,452657,"called_strike",2,2,0.6867,1.8573,0,5
"1216","FF",89.1,592662,"called_strike",3,0,0.0155,2.7422,1,3
"1217","SL",79.1,493603,"called_strike",0,0,-0.9606,2.1573,0,0
"1219","SL",85.1,605476,"ball",0,2,2.2481,-0.167,0,2
"1220","SL",86.3,596057,"ball",0,1,-0.778,0.3158,6,3
"1221","FF",92,606424,"called_strike",1,0,0.6646,2.8418,3,0
"1222","CU",74.7,452657,"ball",1,2,0.1204,0.6379,0,5
"1225","FF",93.1,606424,"ball",0,0,-1.3401,1.4722,3,0
"1229","KC",81.6,572020,"called_strike",0,0,-0.677,3.1607,0,2
"1231","FF",91.3,592662,"ball",2,0,-1.6418,2.8606,1,3
"1234","FF",94.5,593140,"called_strike",0,0,0.2617,2.3162,5,1
"1236","FF",92.1,592662,"ball",1,0,-0.742,3.6889,1,3
"1237","FT",93.1,493603,"ball",1,2,1.4615,1.3038,0,0
"1238","CU",76.7,543056,"ball",0,1,-0.1988,3.3322,3,4
"1239","SL",85.8,643338,"ball",0,0,1.1265,2.7052,1,2
"1243","SL",83.3,605476,"called_strike",0,0,-0.2448,3.23,0,2
"1246","FF",89.8,452657,"ball",0,1,1.2098,4.3845,0,5
"1249","SL",85.2,445213,"ball",0,1,0.7751,1.3376,2,4
"1250","FC",88.4,572020,"ball",1,2,-1.4896,2.251,0,2
"1252","KC",75.1,592662,"ball",0,0,-1.1183,1.0442,1,3
"1254","SL",84.1,543056,"called_strike",0,0,-0.3363,2.5042,3,4
"1257","FF",95.2,607237,"ball",1,1,-0.736,1.2298,5,1
"1259","SL",80.6,493603,"called_strike",1,0,-0.9932,3.192,0,0
"1260","CU",73.5,452657,"called_strike",0,0,0.3032,2.615,0,5
"1261","FC",89.8,572020,"ball",0,2,-1.8866,0.1726,0,2
"1262","SL",87.7,445213,"called_strike",0,0,0.3627,2.181,2,4
"1264","SL",84.4,606424,"ball",0,1,0.078,4.2068,3,0
"1267","SL",84,606424,"called_strike",0,0,-0.2905,1.7664,3,0
"1270","FC",84.8,493603,"ball",0,0,-0.0557,3.691,0,0
"1273","SI",93.2,445213,"called_strike",2,2,0.016,3.5523,2,4
"1275","SL",79.8,547888,"ball",1,2,1.8337,0.9387,1,2
"1277","FF",89.9,452657,"ball",1,1,-1.5002,2.8658,0,5
"1278","FF",91.5,547888,"ball",0,2,-0.4642,4.976,1,2
"1280","FF",93.8,572020,"called_strike",0,0,0.6073,2.6867,0,2
"1281","FF",94.8,607237,"called_strike",0,0,-0.4578,1.9576,5,1
"1282","FF",91.2,543144,"ball",0,0,-1.3049,3.2475,6,3
"1283","SI",89.7,605476,"called_strike",3,0,0.1711,1.5121,0,2
"1284","FT",89,621199,"ball",0,0,-1.3052,2.1169,1,3
"1286","FF",93.8,606424,"called_strike",2,2,-0.4123,1.7391,3,0
"1287","SI",89.6,543056,"called_strike",1,0,0.2558,1.8874,3,4
"1290","SI",90.3,605476,"ball",2,0,0.9484,2.6616,0,2
"1292","CH",83.1,452657,"ball",0,1,-0.4567,0.8603,0,5
"1294","SI",89,543056,"ball",0,0,0.7954,3.5637,3,4
"1295","FF",93.7,445213,"ball",0,2,-1.4476,2.8679,2,4
"1296","FT",89.5,621199,"ball",3,1,-1.1413,3.353,1,3
"1300","FT",93.1,573124,"called_strike",0,0,-0.5419,2.1152,0,2
"1301","FC",85.8,452657,"called_strike",0,0,1.2429,2.1826,0,5
"1302","CH",85.2,606424,"ball",1,1,1.3984,2.1182,3,0
"1303","CH",86,543144,"ball",0,2,-2.3182,0.3953,6,3
"1305","SI",90.7,605476,"ball",1,0,0.9599,2.0115,0,2
"1309","FT",88.9,621199,"ball",2,1,-0.9874,1.6592,1,3
"1311","SL",81.7,607237,"ball",2,1,1.2647,3.149,5,1
"1313","FT",90.1,621199,"called_strike",2,0,-0.9171,2.8773,1,3
"1315","FS",85.6,547888,"called_strike",0,0,0.2681,2.6263,1,2
"1317","CH",84.6,606424,"ball",0,1,1.746,4.1457,3,0
"1319","SI",92.5,605476,"ball",0,0,1.9407,1.561,0,2
"1321","SI",92.7,445213,"ball",3,0,0.594,1.3265,2,4
"1322","FF",92.3,606424,"called_strike",0,0,-0.8815,1.7343,3,0
"1323","KC",79.3,489334,"ball",0,1,1.2438,0.1883,0,0
"1324","SL",82.2,543056,"ball",1,1,1.0456,2.4483,3,4
"1325","SL",84.2,605476,"called_strike",1,2,-0.2077,2.625,0,2
"1329","CU",76.6,621199,"ball",1,0,2.3581,2.7489,1,3
"1330","CU",75.9,573124,"ball",0,0,0.2375,1.469,0,2
"1334","SL",83.6,543056,"called_strike",1,0,0.3378,2.5338,3,4
"1335","SI",92.7,445213,"ball",2,0,1.601,2.3811,2,4
"1336","SI",91.3,489334,"called_strike",0,0,0.5842,3.2886,0,0
"1337","CU",76.3,543144,"called_strike",0,0,0.3363,1.603,6,3
"1338","FT",87.5,621199,"ball",0,0,-1.098,1.4254,1,3
"1339","CH",87.8,605476,"called_strike",1,1,0.2551,2.9672,0,2
"1340","FF",96.2,607237,"ball",0,1,1.6467,2.9108,5,1
"1341","KC",76.3,601713,"called_strike",1,2,0.5279,2.3108,3,0
"1344","SI",92.2,605476,"called_strike",1,0,-0.5156,2.725,0,2
"1346","SI",94,445213,"ball",1,0,1.2161,2.083,2,4
"1349","SL",83.6,547888,"called_strike",0,0,-0.9829,2.4915,1,2
"1353","SI",88.1,543056,"ball",0,0,-1.3395,1.5103,3,4
"1354","SI",91.2,489334,"called_strike",1,2,0.4334,2.1418,0,0
"1355","SI",88.9,543056,"ball",3,2,-0.1003,4.2774,3,4
"1357","FT",89.5,621199,"called_strike",2,1,-0.1586,1.5773,1,3
"1358","FF",91.5,543144,"ball",1,2,-1.7527,4.7552,6,3
"1359","SI",92.6,445213,"ball",0,0,-1.6388,1.2108,2,4
"1361","SI",92.7,605476,"ball",0,0,1.0782,1.2639,0,2
"1363","FF",94.2,606930,"called_strike",0,0,0.627,2.2399,0,5
"1364","FT",93,601713,"ball",0,1,-0.6455,1.529,3,0
"1365","KC",81.2,489334,"ball",0,2,0.2153,0.3713,0,0
"1368","FS",79.7,621199,"called_strike",2,0,0.1099,2.6068,1,3
"1371","FT",93.2,601713,"called_strike",0,0,-0.1306,1.8919,3,0
"1374","SL",84.1,543056,"ball",2,2,1.5515,3.4737,3,4
"1375","FF",90.5,534812,"called_strike",0,0,0.0921,2.2191,5,1
"1382","CU",79.7,543056,"ball",1,2,-0.4508,4.1448,3,4
"1384","CU",77.7,573124,"ball",1,2,-2.427,1.1266,0,2
"1385","SI",92.6,605476,"called_strike",1,0,-0.0412,2.7369,0,0
"1388","FF",93.5,606930,"called_strike",0,0,0.652,2.4802,0,5
"1390","FS",79,621199,"ball",0,0,-1.3585,2.5658,1,3
"1391","SI",92.3,605476,"ball",0,0,-1.2837,1.3949,0,0
"1392","SI",91.9,445213,"called_strike",1,0,0.3251,1.7668,2,4
"1393","FF",94,601713,"ball",1,2,1.4569,2.7878,3,0
"1394","SI",90,543056,"called_strike",1,1,0.6808,2.5103,3,4
"1396","FF",89.3,534812,"called_strike",0,0,-0.8214,1.2777,5,1
"1397","FF",91.5,543144,"ball",0,0,-0.0889,3.3824,6,3
"1398","CU",78.4,573124,"ball",0,1,-1.6861,1.863,0,2
"1399","SI",88.9,543056,"called_strike",1,0,-0.2972,2.0029,3,4
"1406","SI",91.4,445213,"ball",0,0,-1.4095,1.6587,2,4
"1408","SI",93.2,605476,"ball",3,2,-1.593,2.3929,0,0
"1410","FT",92,573124,"called_strike",0,0,-0.0955,2.2004,0,2
"1411","FF",94.3,601713,"ball",0,1,1.2005,2.4634,3,0
"1412","FF",94.3,594798,"called_strike",0,2,1.1092,2.9338,2,4
"1413","FC",91.6,606930,"ball",0,2,0.9112,-0.0489,0,5
"1416","FT",91.3,621199,"called_strike",3,1,-0.1083,3.2654,1,3
"1417","SL",87,599683,"ball",3,1,1.5944,1.4627,6,3
"1418","CU",78.3,543056,"ball",0,0,-2.3951,-0.2261,3,4
"1425","SI",90.8,605476,"ball",2,2,-1.1424,2.8394,0,0
"1428","FT",90.4,621199,"called_strike",3,0,-0.7567,2.3286,1,3
"1429","FC",91.2,606930,"called_strike",0,1,0.58,3.1615,0,5
"1430","FF",93.9,650828,"ball",1,0,-0.4053,1.435,5,1
"1432","SI",93.8,650828,"ball",0,0,-1.0109,2.4293,5,1
"1433","SL",87.1,599683,"ball",1,1,1.9954,0.9934,6,3
"1434","FT",92.7,542881,"ball",2,2,1.5913,3.4658,0,0
"1437","FT",90.4,621199,"ball",2,0,-1.0952,1.3133,1,3
"1440","FF",92.4,547888,"ball",1,1,1.6206,2.8374,1,0
"1442","CH",83.1,542881,"ball",1,2,1.2194,1.7043,0,0
"1443","FC",88.6,572020,"called_strike",2,2,0.3211,2.7272,0,2
"1446","FS",84.5,547888,"ball",0,1,-0.1055,1.0348,1,0
"1451","FT",91.4,621199,"ball",1,0,-0.9372,2.8124,1,3
"1452","KC",79.9,601713,"ball",0,2,1.785,1.2003,3,0
"1453","CU",77,621199,"ball",0,0,0.8559,1.634,1,3
"1457","SI",93.2,605476,"called_strike",2,0,0.2119,2.839,0,0
"1459","CU",79.9,599683,"ball",0,0,1.5393,1.2887,6,3
"1462","FS",84.4,547888,"called_strike",0,0,-0.8592,2.2517,1,0
"1467","SI",93.8,650828,"called_strike",0,0,0.2656,1.9761,5,1
"1470","SI",91.4,605476,"ball",1,0,-1.2569,2.8287,0,0
"1473","CU",81.1,594798,"ball",1,2,1.3487,1.3683,2,4
"1474","SL",80.9,601713,"called_strike",0,1,0.7948,2.3869,3,0
"1476","SI",92.3,605476,"ball",0,0,-1.0271,3.1133,0,0
"1478","FF",91.3,448178,"ball",2,0,0.5325,3.8107,3,4
"1482","SL",87.9,599683,"ball",1,1,1.7391,2.2875,6,3
"1483","FT",92.5,542881,"ball",0,1,1.394,2.7789,0,0
"1487","FC",87.2,542881,"called_strike",0,0,0.2305,2.944,0,0
"1489","FF",89,534812,"ball",1,1,-0.9056,3.7409,5,1
"1490","SL",87.9,594798,"called_strike",1,0,-0.7525,2.5062,2,4
"1491","CU",76.7,621199,"ball",2,1,1.2666,2.5366,1,3
"1492","KC",80.5,572020,"ball",1,2,-0.522,1.4835,0,2
"1494","FF",92.8,448178,"ball",1,0,0.2114,3.7337,3,4
"1497","CU",80.7,599683,"ball",0,0,0.049,3.3439,6,3
"1499","CH",84.1,606424,"ball",1,1,2.0201,3.3766,3,0
"1500","CU",75.9,452657,"ball",0,2,-0.4131,0.2317,0,5
"1501","FF",93.7,594798,"ball",0,0,0.3214,3.3322,2,4
"1502","CU",83.4,488768,"ball",0,1,0.1527,-1.3518,1,0
"1503","CU",77.8,534812,"ball",0,1,0.7163,3.3274,5,1
"1507","FS",81.1,621199,"ball",1,1,0.3235,1.0994,1,3
"1509","FT",90,621199,"ball",0,1,-1.3943,1.8832,1,3
"1511","CH",84.1,606424,"ball",0,1,2.3895,2.9445,3,0
"1515","FF",93.4,542881,"ball",0,2,0.018,4.5662,0,0
"1517","FF",89.2,534812,"called_strike",0,0,-0.3434,2.8204,5,1
"1518","FT",93.2,488768,"called_strike",0,0,0.6285,2.3448,1,0
"1521","FF",94.3,594798,"called_strike",0,0,0.8705,2.3924,2,4
"1524","CU",76.7,621199,"called_strike",0,0,0.948,1.8787,1,3
"1527","SL",81.8,606424,"called_strike",0,0,-0.5741,3.0785,3,0
"1529","SL",87.7,599683,"called_strike",1,0,0.7825,2.0558,5,3
"1531","FF",91.5,599683,"ball",0,0,-1.4909,2.7007,5,3
"1534","CH",81.8,542881,"called_strike",0,0,0.4249,2.1914,0,0
"1535","CH",85.9,572020,"ball",0,1,-0.1554,0.118,0,2
"1536","FF",94.4,594798,"ball",3,0,0.3145,3.5026,2,4
"1537","FT",93.3,488768,"ball",1,1,0.7495,1.5431,0,0
"1539","FF",83.7,489265,"ball",3,0,-1.527,1.9381,0,0
"1542","CU",81.1,488768,"called_strike",1,0,0.4989,2.6018,0,0
"1545","FT",94.3,594798,"ball",2,0,0.3359,1.2914,2,4
"1547","FF",84.1,489265,"ball",2,0,2.1745,1.0894,0,0
"1551","FF",92.4,572020,"called_strike",0,0,0.5509,3.3702,0,2
"1552","FF",92.6,606424,"ball",2,1,-1.2703,1.9656,3,0
"1554","SL",88.2,594798,"ball",1,0,-1.2148,3.1599,2,4
"1556","FF",84.2,489265,"ball",1,0,-1.0243,2.1159,0,0
